Config 234 | WITHOUT OT (PLAIN)   |    56.08 sec | ✅
Config 234 | WITH OT              |    46.71 sec | ✅
Config 235 | WITHOUT OT (PLAIN)   |    43.92 sec | ✅
Config 235 | WITH OT              |    52.28 sec | ✅
Config 236 | WITHOUT OT (PLAIN)   |    50.51 sec | ✅
Config 236 | WITH OT              |    57.14 sec | ✅
Config 237 | WITHOUT OT (PLAIN)   |    55.23 sec | ✅
Config 237 | WITH OT              |    49.46 sec | ✅
Config 238 | WITHOUT OT (PLAIN)   |    47.67 sec | ✅
Config 238 | WITH OT              |    53.09 sec | ✅
Config 239 | WITHOUT OT (PLAIN)   |    51.88 sec | ✅
Config 239 | WITH OT              |    44.55 sec | ✅
Config 240 | WITHOUT OT (PLAIN)   |    54.39 sec | ✅
Config 240 | WITH OT              |    50.82 sec | ✅
Config 241 | WITHOUT OT (PLAIN)   |    61.52 sec | ✅
Config 241 | WITH OT              |    63.64 sec | ✅
Config 242 | WITHOUT OT (PLAIN)   |    35.82 sec | ✅
Config 242 | WITH OT              |    61.26 sec | ✅
Config 243 | WITHOUT OT (PLAIN)   |    35.00 sec | ✅
Config 243 | WITH OT              |    61.06 sec | ✅
Config 244 | WITHOUT OT (PLAIN)   |    95.15 sec | ✅
Config 244 | WITH OT              |    39.04 sec | ✅
Config 245 | WITHOUT OT (PLAIN)   |    74.62 sec | ✅
Config 245 | WITH OT              |    67.16 sec | ✅
Config 246 | WITHOUT OT (PLAIN)   |    68.40 sec | ✅
Config 246 | WITH OT              |    63.84 sec | ✅
Config 247 | WITHOUT OT (PLAIN)   |    67.98 sec | ✅
Config 247 | WITH OT              |    62.01 sec | ✅
Config 248 | WITHOUT OT (PLAIN)   |    77.46 sec | ✅
Config 248 | WITH OT              |    67.96 sec | ✅
Config 249 | WITHOUT OT (PLAIN)   |    96.38 sec | ✅
Config 249 | WITH OT              |    63.30 sec | ✅
Config 250 | WITHOUT OT (PLAIN)   |    66.10 sec | ✅
Config 250 | WITH OT              |    66.43 sec | ✅
Config 251 | WITHOUT OT (PLAIN)   |    40.77 sec | ✅
Config 251 | WITH OT              |    64.66 sec | ✅
Config 252 | WITHOUT OT (PLAIN)   |    37.90 sec | ✅
Config 252 | WITH OT              |    72.89 sec | ✅
Config 253 | WITHOUT OT (PLAIN)   |    60.49 sec | ✅
Config 253 | WITH OT              |    61.55 sec | ✅
Config 254 | WITHOUT OT (PLAIN)   |    62.34 sec | ✅
Config 254 | WITH OT              |    36.52 sec | ✅
Config 255 | WITHOUT OT (PLAIN)   |    61.64 sec | ✅
Config 255 | WITH OT              |    62.55 sec | ✅
Config 256 | WITHOUT OT (PLAIN)   |    59.71 sec | ✅
Config 256 | WITH OT              |    38.83 sec | ✅
Config 257 | WITHOUT OT (PLAIN)   |    64.82 sec | ✅
Config 257 | WITH OT              |    87.93 sec | ✅
Config 258 | WITHOUT OT (PLAIN)   |    41.38 sec | ✅
Config 258 | WITH OT              |    60.76 sec | ✅
Config 259 | WITHOUT OT (PLAIN)   |    65.91 sec | ✅
Config 259 | WITH OT              |    42.00 sec | ✅
Config 260 | WITHOUT OT (PLAIN)   |    81.27 sec | ✅
Config 260 | WITH OT              |   107.58 sec | ✅
Config 261 | WITHOUT OT (PLAIN)   |    65.61 sec | ✅
Config 261 | WITH OT              |    60.64 sec | ✅
Config 262 | WITHOUT OT (PLAIN)   |    67.47 sec | ✅
Config 262 | WITH OT              |    63.56 sec | ✅
Config 263 | WITHOUT OT (PLAIN)   |    68.59 sec | ✅
Config 263 | WITH OT              |    46.51 sec | ✅
Config 264 | WITHOUT OT (PLAIN)   |    40.77 sec | ✅
Config 264 | WITH OT              |    62.72 sec | ✅
Config 265 | WITHOUT OT (PLAIN)   |    27.83 sec | ✅
Config 265 | WITH OT              |    27.28 sec | ✅
Config 266 | WITHOUT OT (PLAIN)   |    19.14 sec | ✅
Config 266 | WITH OT              |    28.78 sec | ✅
Config 267 | WITHOUT OT (PLAIN)   |    26.74 sec | ✅
Config 267 | WITH OT              |    26.94 sec | ✅
Config 268 | WITHOUT OT (PLAIN)   |    50.30 sec | ✅
Config 268 | WITH OT              |    35.36 sec | ✅
Config 269 | WITHOUT OT (PLAIN)   |    31.61 sec | ✅
Config 269 | WITH OT              |    28.61 sec | ✅
Config 270 | WITHOUT OT (PLAIN)   |    25.85 sec | ✅
Config 270 | WITH OT              |    20.68 sec | ✅
Config 271 | WITHOUT OT (PLAIN)   |    31.60 sec | ✅
Config 271 | WITH OT              |    17.32 sec | ✅
Config 272 | WITHOUT OT (PLAIN)   |    41.58 sec | ✅
Config 272 | WITH OT              |    31.41 sec | ✅
Config 273 | WITHOUT OT (PLAIN)   |    41.92 sec | ✅
Config 273 | WITH OT              |    25.70 sec | ✅
Config 274 | WITHOUT OT (PLAIN)   |    30.62 sec | ✅
Config 274 | WITH OT              |    41.31 sec | ✅
Config 275 | WITHOUT OT (PLAIN)   |    22.76 sec | ✅
Config 275 | WITH OT              |    32.02 sec | ✅
Config 276 | WITHOUT OT (PLAIN)   |    35.19 sec | ✅
Config 276 | WITH OT              |    39.72 sec | ✅
Config 277 | WITHOUT OT (PLAIN)   |    19.32 sec | ✅
Config 277 | WITH OT              |    28.38 sec | ✅
Config 278 | WITHOUT OT (PLAIN)   |    26.18 sec | ✅
Config 278 | WITH OT              |    18.14 sec | ✅
Config 279 | WITHOUT OT (PLAIN)   |    18.89 sec | ✅
Config 279 | WITH OT              |    18.54 sec | ✅
Config 280 | WITHOUT OT (PLAIN)   |    33.38 sec | ✅
Config 280 | WITH OT              |    30.61 sec | ✅
Config 281 | WITHOUT OT (PLAIN)   |    38.82 sec | ✅
Config 281 | WITH OT              |    25.74 sec | ✅
Config 282 | WITHOUT OT (PLAIN)   |    32.44 sec | ✅
Config 282 | WITH OT              |    32.07 sec | ✅
Config 283 | WITHOUT OT (PLAIN)   |    29.25 sec | ✅
Config 283 | WITH OT              |    26.74 sec | ✅
Config 284 | WITHOUT OT (PLAIN)   |    20.55 sec | ✅
Config 284 | WITH OT              |    37.39 sec | ✅
Config 285 | WITHOUT OT (PLAIN)   |    28.47 sec | ✅
Config 285 | WITH OT              |    42.55 sec | ✅
Config 286 | WITHOUT OT (PLAIN)   |    29.11 sec | ✅
Config 286 | WITH OT              |    40.62 sec | ✅
Config 287 | WITHOUT OT (PLAIN)   |    26.13 sec | ✅
Config 287 | WITH OT              |    22.74 sec | ✅
Config 288 | WITHOUT OT (PLAIN)   |    30.37 sec | ✅
Config 288 | WITH OT              |    27.80 sec | ✅
